,ARS,BL_name,ADE2,ADE3,ADE4,ADE5,ADE6,EF5_Verbandsbezeichnung,GEM_TYPE,ADE2_LAND,ADE2_LAND,ADE3_REG_BEZ,ADE3_REG_BEZ,ADE4_KREIS,ADE4_KREIS,ADE5_VERB_GEM,ADE5_VERB_GEM,ADE6_GEMEINDE,ADE6_GEMEINDE,EF1_Satzart,Fläche in ha,Fläche in ha,Fläche in ha,"Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, männlich","Bevölkerung, männlich","Bevölkerung, männlich",Neue Postleitzahl,Neue Postleitzahl,Finanzamtsbezirk,Finanzamtsbezirk,Gerichtsbarkeit,Gerichtsbarkeit,Arbeitsagenturbezirk,Arbeitsagenturbezirk,Bundestagswahlkreise,Bundestagswahlkreise
,,,,,,,,,,mean,count,mean,count,mean,count,mean,count,mean,count,count,sum,median,mean,sum,median,mean,sum,median,mean,nunique,unique,nunique,unique,nunique,unique,nunique,unique,nunique,unique
1545,033535401007,Niedersachsen,03,3,53,5401,007,Drage,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5401.0,1,7.0,1,1,3035,3035.0,3035.0,4352,4352.0,4352.0,2199,2199.0,2199.0,1,['21423     '],1,[2350],1,[25112],1,[51130],1,[36]
1546,033535401023,Niedersachsen,03,3,53,5401,023,Marschacht,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5401.0,1,23.0,1,1,2611,2611.0,2611.0,3985,3985.0,3985.0,1996,1996.0,1996.0,1,['21436     '],1,[2350],1,[25112],1,[51130],1,[36]
1547,033535401033,Niedersachsen,03,3,53,5401,033,Tespe,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5401.0,1,33.0,1,1,2485,2485.0,2485.0,4902,4902.0,4902.0,2480,2480.0,2480.0,1,['21395     '],1,[2350],1,[25112],1,[51130],1,[36]
1548,033535402002,Niedersachsen,03,3,53,5402,002,Asendorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5402.0,1,2.0,1,1,1470,1470.0,1470.0,2132,2132.0,2132.0,1027,1027.0,1027.0,1,['21271     '],1,[2350],1,[25112],1,[51130],1,[36]
1549,033535402004,Niedersachsen,03,3,53,5402,004,Brackel,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5402.0,1,4.0,1,1,1402,1402.0,1402.0,1990,1990.0,1990.0,1018,1018.0,1018.0,1,['21438     '],1,[2350],1,[25112],1,[51130],1,[36]
1550,033535402009,Niedersachsen,03,3,53,5402,009,Egestorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5402.0,1,9.0,1,1,4883,4883.0,4883.0,2785,2785.0,2785.0,1394,1394.0,1394.0,1,['21272     '],1,[2350],1,[25112],1,[51130],1,[36]
1551,033535402016,Niedersachsen,03,3,53,5402,016,Hanstedt,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5402.0,1,16.0,1,1,5939,5939.0,5939.0,6197,6197.0,6197.0,2976,2976.0,2976.0,1,['21271     '],1,[2350],1,[25112],1,[51130],1,[36]
1552,033535402024,Niedersachsen,03,3,53,5402,024,Marxen,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5402.0,1,24.0,1,1,1342,1342.0,1342.0,1440,1440.0,1440.0,685,685.0,685.0,1,['21439     '],1,[2350],1,[25112],1,[51130],1,[36]
1553,033535402036,Niedersachsen,03,3,53,5402,036,Undeloh,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5402.0,1,36.0,1,1,4830,4830.0,4830.0,1016,1016.0,1016.0,511,511.0,511.0,1,['21274*****'],1,[2350],1,[25112],1,[51130],1,[36]
1554,033535403001,Niedersachsen,03,3,53,5403,001,Appel,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5403.0,1,1.0,1,1,1549,1549.0,1549.0,2087,2087.0,2087.0,1051,1051.0,1051.0,1,['21279     '],1,[2315],1,[26132],1,[51090],1,[36]
1555,033535403008,Niedersachsen,03,3,53,5403,008,Drestedt,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5403.0,1,8.0,1,1,573,573.0,573.0,846,846.0,846.0,421,421.0,421.0,1,['21279*****'],1,[2315],1,[26132],1,[51090],1,[36]
1556,033535403014,Niedersachsen,03,3,53,5403,014,Halvesbostel,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5403.0,1,14.0,1,1,1829,1829.0,1829.0,770,770.0,770.0,395,395.0,395.0,1,['21646     '],1,[2315],1,[26132],1,[51090],1,[36]
1557,033535403019,Niedersachsen,03,3,53,5403,019,Hollenstedt,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5403.0,1,19.0,1,1,2196,2196.0,2196.0,3819,3819.0,3819.0,1930,1930.0,1930.0,1,['21279     '],1,[2315],1,[26132],1,[51090],1,[36]
1558,033535403025,Niedersachsen,03,3,53,5403,025,Moisburg,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5403.0,1,25.0,1,1,1128,1128.0,1128.0,2093,2093.0,2093.0,1089,1089.0,1089.0,1,['21647     '],1,[2315],1,[26132],1,[51090],1,[36]
1559,033535403028,Niedersachsen,03,3,53,5403,028,Regesbostel,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5403.0,1,28.0,1,1,1635,1635.0,1635.0,1075,1075.0,1075.0,539,539.0,539.0,1,['21649     '],1,[2315],1,[26132],1,[51090],1,[36]
1560,033535403039,Niedersachsen,03,3,53,5403,039,Wenzendorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5403.0,1,39.0,1,1,2164,2164.0,2164.0,1513,1513.0,1513.0,769,769.0,769.0,1,['21279     '],1,[2315],1,[26132],1,[51090],1,[36]
1561,033535404003,Niedersachsen,03,3,53,5404,003,Bendestorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5404.0,1,3.0,1,1,387,387.0,387.0,2282,2282.0,2282.0,1100,1100.0,1100.0,1,['21227     '],1,[2315],1,[26132],1,[51090],1,[36]
1562,033535404017,Niedersachsen,03,3,53,5404,017,Harmstorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5404.0,1,17.0,1,1,599,599.0,599.0,814,814.0,814.0,390,390.0,390.0,1,['21228     '],1,[2315],1,[26132],1,[51090],1,[36]
1563,033535404020,Niedersachsen,03,3,53,5404,020,Jesteburg,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5404.0,1,20.0,1,1,2805,2805.0,2805.0,7995,7995.0,7995.0,3908,3908.0,3908.0,1,['21266     '],1,[2315],1,[26132],1,[51090],1,[36]
1564,033535405010,Niedersachsen,03,3,53,5405,010,Eyendorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5405.0,1,10.0,1,1,1374,1374.0,1374.0,1178,1178.0,1178.0,570,570.0,570.0,1,['21376     '],1,[2350],1,[25112],1,[51130],1,[36]
1565,033535405011,Niedersachsen,03,3,53,5405,011,Garlstorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5405.0,1,11.0,1,1,1688,1688.0,1688.0,1179,1179.0,1179.0,604,604.0,604.0,1,['21376     '],1,[2350],1,[25112],1,[51130],1,[36]
1566,033535405012,Niedersachsen,03,3,53,5405,012,Garstedt,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5405.0,1,12.0,1,1,1501,1501.0,1501.0,1496,1496.0,1496.0,756,756.0,756.0,1,['21441     '],1,[2350],1,[25112],1,[51130],1,[36]
1567,033535405013,Niedersachsen,03,3,53,5405,013,Gödenstorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5405.0,1,13.0,1,1,1660,1660.0,1660.0,1093,1093.0,1093.0,594,594.0,594.0,1,['21376     '],1,[2350],1,[25112],1,[51130],1,[36]
1568,033535405030,Niedersachsen,03,3,53,5405,030,Salzhausen,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5405.0,1,30.0,1,1,3491,3491.0,3491.0,4943,4943.0,4943.0,2443,2443.0,2443.0,1,['21376     '],1,[2350],1,[25112],1,[51130],1,[36]
1569,033535405034,Niedersachsen,03,3,53,5405,034,Toppenstedt,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5405.0,1,34.0,1,1,2935,2935.0,2935.0,2218,2218.0,2218.0,1115,1115.0,1115.0,1,['21442     '],1,[2350],1,[25112],1,[51130],1,[36]
1570,033535405037,Niedersachsen,03,3,53,5405,037,Vierhöfen,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5405.0,1,37.0,1,1,1395,1395.0,1395.0,920,920.0,920.0,430,430.0,430.0,1,['21444     '],1,[2350],1,[25112],1,[51130],1,[36]
1571,033535405042,Niedersachsen,03,3,53,5405,042,Wulfsen,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5405.0,1,42.0,1,1,852,852.0,852.0,1718,1718.0,1718.0,847,847.0,847.0,1,['21445     '],1,[2350],1,[25112],1,[51130],1,[36]
1572,033535406006,Niedersachsen,03,3,53,5406,006,Dohren,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5406.0,1,6.0,1,1,1220,1220.0,1220.0,1272,1272.0,1272.0,627,627.0,627.0,1,['21255     '],1,[2315],1,[26132],1,[51090],1,[36]
1573,033535406015,Niedersachsen,03,3,53,5406,015,Handeloh,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5406.0,1,15.0,1,1,2700,2700.0,2700.0,2521,2521.0,2521.0,1281,1281.0,1281.0,1,['21256     '],1,[2315],1,[26132],1,[51090],1,[36]
1574,033535406018,Niedersachsen,03,3,53,5406,018,Heidenau,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5406.0,1,18.0,1,1,3890,3890.0,3890.0,2365,2365.0,2365.0,1220,1220.0,1220.0,1,['21258     '],1,[2315],1,[26132],1,[51090],1,[36]
1575,033535406021,Niedersachsen,03,3,53,5406,021,Kakenstorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5406.0,1,21.0,1,1,1269,1269.0,1269.0,1543,1543.0,1543.0,774,774.0,774.0,1,['21255     '],1,[2315],1,[26132],1,[51090],1,[36]
1576,033535406022,Niedersachsen,03,3,53,5406,022,Königsmoor,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5406.0,1,22.0,1,1,1001,1001.0,1001.0,605,605.0,605.0,329,329.0,329.0,1,['21255     '],1,[2315],1,[26132],1,[51090],1,[36]
1577,033535406027,Niedersachsen,03,3,53,5406,027,Otter,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5406.0,1,27.0,1,1,3424,3424.0,3424.0,1813,1813.0,1813.0,922,922.0,922.0,1,['21259*****'],1,[2315],1,[26132],1,[51090],1,[36]
1578,033535406035,Niedersachsen,03,3,53,5406,035,Tostedt,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5406.0,1,35.0,1,1,4845,4845.0,4845.0,14835,14835.0,14835.0,7317,7317.0,7317.0,1,['21255     '],1,[2315],1,[26132],1,[51090],1,[36]
1579,033535406038,Niedersachsen,03,3,53,5406,038,Welle,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5406.0,1,38.0,1,1,2004,2004.0,2004.0,1232,1232.0,1232.0,637,637.0,637.0,1,['21261     '],1,[2315],1,[26132],1,[51090],1,[36]
1580,033535406041,Niedersachsen,03,3,53,5406,041,Wistedt,Kreisangehörige Gemeinde,3.0,1,3.0,1,53.0,1,5406.0,1,41.0,1,1,1861,1861.0,1861.0,1765,1765.0,1765.0,885,885.0,885.0,1,['21255     '],1,[2315],1,[26132],1,[51090],1,[36]
1581,033545403005,Niedersachsen,03,3,54,5403,005,"Gartow, Flecken",Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5403.0,1,5.0,1,1,2842,2842.0,2842.0,1516,1516.0,1516.0,701,701.0,701.0,1,['29471     '],1,[2347],1,[25042],1,[51150],1,[37]
1582,033545403007,Niedersachsen,03,3,54,5403,007,Gorleben,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5403.0,1,7.0,1,1,2135,2135.0,2135.0,630,630.0,630.0,302,302.0,302.0,1,['29475     '],1,[2347],1,[25042],1,[51150],1,[37]
1583,033545403010,Niedersachsen,03,3,54,5403,010,Höhbeck,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5403.0,1,10.0,1,1,1949,1949.0,1949.0,671,671.0,671.0,305,305.0,305.0,1,['29478     '],1,[2347],1,[25042],1,[51150],1,[37]
1584,033545403020,Niedersachsen,03,3,54,5403,020,Prezelle,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5403.0,1,20.0,1,1,4176,4176.0,4176.0,429,429.0,429.0,220,220.0,220.0,1,['29491     '],1,[2347],1,[25042],1,[51150],1,[37]
1585,033545403021,Niedersachsen,03,3,54,5403,021,"Schnackenburg, Stadt",Stadt,3.0,1,3.0,1,54.0,1,5403.0,1,21.0,1,1,2370,2370.0,2370.0,521,521.0,521.0,259,259.0,259.0,1,['29493     '],1,[2347],1,[25042],1,[51150],1,[37]
1586,033545406003,Niedersachsen,03,3,54,5406,003,Damnatz,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5406.0,1,3.0,1,1,1654,1654.0,1654.0,313,313.0,313.0,143,143.0,143.0,1,['29472     '],1,[2347],1,[25042],1,[51150],1,[37]
1587,033545406004,Niedersachsen,03,3,54,5406,004,"Dannenberg (Elbe), Stadt",Stadt,3.0,1,3.0,1,54.0,1,5406.0,1,4.0,1,1,7662,7662.0,7662.0,8316,8316.0,8316.0,4122,4122.0,4122.0,1,['29451     '],1,[2347],1,[25042],1,[51150],1,[37]
1588,033545406006,Niedersachsen,03,3,54,5406,006,Göhrde,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5406.0,1,6.0,1,1,4075,4075.0,4075.0,559,559.0,559.0,270,270.0,270.0,1,['29473     '],1,[2347],1,[25042],1,[51150],1,[37]
1589,033545406008,Niedersachsen,03,3,54,5406,008,Gusborn,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5406.0,1,8.0,1,1,4830,4830.0,4830.0,1272,1272.0,1272.0,635,635.0,635.0,1,['29476     '],1,[2347],1,[25042],1,[51150],1,[37]
1590,033545406009,Niedersachsen,03,3,54,5406,009,"Hitzacker (Elbe), Stadt",Stadt,3.0,1,3.0,1,54.0,1,5406.0,1,9.0,1,1,5867,5867.0,5867.0,5126,5126.0,5126.0,2385,2385.0,2385.0,1,['29456     '],1,[2347],1,[25042],1,[51150],1,[37]
1591,033545406011,Niedersachsen,03,3,54,5406,011,Jameln,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5406.0,1,11.0,1,1,3615,3615.0,3615.0,1096,1096.0,1096.0,553,553.0,553.0,1,['29479     '],1,[2347],1,[25042],1,[51150],1,[37]
1592,033545406012,Niedersachsen,03,3,54,5406,012,Karwitz,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5406.0,1,12.0,1,1,3173,3173.0,3173.0,773,773.0,773.0,391,391.0,391.0,1,['29481     '],1,[2347],1,[25042],1,[51150],1,[37]
1593,033545406014,Niedersachsen,03,3,54,5406,014,Langendorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5406.0,1,14.0,1,1,4105,4105.0,4105.0,708,708.0,708.0,363,363.0,363.0,1,['29484     '],1,[2347],1,[25042],1,[51150],1,[37]
1594,033545406019,Niedersachsen,03,3,54,5406,019,Neu Darchau,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5406.0,1,19.0,1,1,2273,2273.0,2273.0,1405,1405.0,1405.0,674,674.0,674.0,1,['29490     '],1,[2347],1,[25042],1,[51150],1,[37]
1595,033545406027,Niedersachsen,03,3,54,5406,027,Zernien,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5406.0,1,27.0,1,1,5197,5197.0,5197.0,1629,1629.0,1629.0,809,809.0,809.0,1,['29499     '],1,[2347],1,[25042],1,[51150],1,[37]
1596,033545407001,Niedersachsen,03,3,54,5407,001,"Bergen an der Dumme, Flecken",Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5407.0,1,1.0,1,1,2564,2564.0,2564.0,1419,1419.0,1419.0,680,680.0,680.0,1,['29468     '],1,[2347],1,[25042],1,[51150],1,[37]
1597,033545407002,Niedersachsen,03,3,54,5407,002,"Clenze, Flecken",Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5407.0,1,2.0,1,1,7235,7235.0,7235.0,2247,2247.0,2247.0,1112,1112.0,1112.0,1,['29459     '],1,[2347],1,[25042],1,[51150],1,[37]
1598,033545407013,Niedersachsen,03,3,54,5407,013,Küsten,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5407.0,1,13.0,1,1,4154,4154.0,4154.0,1369,1369.0,1369.0,660,660.0,660.0,1,['29482     '],1,[2347],1,[25042],1,[51150],1,[37]
1599,033545407015,Niedersachsen,03,3,54,5407,015,Lemgow,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5407.0,1,15.0,1,1,6448,6448.0,6448.0,1369,1369.0,1369.0,687,687.0,687.0,1,['29485     '],1,[2347],1,[25042],1,[51150],1,[37]
1600,033545407016,Niedersachsen,03,3,54,5407,016,Luckau (Wendland),Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5407.0,1,16.0,1,1,2237,2237.0,2237.0,594,594.0,594.0,301,301.0,301.0,1,['29487     '],1,[2347],1,[25042],1,[51150],1,[37]
1601,033545407017,Niedersachsen,03,3,54,5407,017,Lübbow,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5407.0,1,17.0,1,1,1952,1952.0,1952.0,829,829.0,829.0,423,423.0,423.0,1,['29488     '],1,[2347],1,[25042],1,[51150],1,[37]
1602,033545407018,Niedersachsen,03,3,54,5407,018,"Lüchow (Wendland), Stadt",Stadt,3.0,1,3.0,1,54.0,1,5407.0,1,18.0,1,1,8946,8946.0,8946.0,9588,9588.0,9588.0,4621,4621.0,4621.0,1,['29439     '],1,[2347],1,[25042],1,[51150],1,[37]
1603,033545407022,Niedersachsen,03,3,54,5407,022,Schnega,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5407.0,1,22.0,1,1,5436,5436.0,5436.0,1293,1293.0,1293.0,649,649.0,649.0,1,['29465     '],1,[2347],1,[25042],1,[51150],1,[37]
1604,033545407023,Niedersachsen,03,3,54,5407,023,Trebel,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5407.0,1,23.0,1,1,6685,6685.0,6685.0,1001,1001.0,1001.0,491,491.0,491.0,1,['29494     '],1,[2347],1,[25042],1,[51150],1,[37]
1605,033545407024,Niedersachsen,03,3,54,5407,024,Waddeweitz,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5407.0,1,24.0,1,1,4928,4928.0,4928.0,896,896.0,896.0,440,440.0,440.0,1,['29496     '],1,[2347],1,[25042],1,[51150],1,[37]
1606,033545407025,Niedersachsen,03,3,54,5407,025,Woltersdorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,54.0,1,5407.0,1,25.0,1,1,2805,2805.0,2805.0,892,892.0,892.0,462,462.0,462.0,1,['29497     '],1,[2347],1,[25042],1,[51150],1,[37]
1607,033545407026,Niedersachsen,03,3,54,5407,026,"Wustrow (Wendland), Stadt",Stadt,3.0,1,3.0,1,54.0,1,5407.0,1,26.0,1,1,3019,3019.0,3019.0,2748,2748.0,2748.0,1366,1366.0,1366.0,1,['29462     '],1,[2347],1,[25042],1,[51150],1,[37]
1608,033549501501,Niedersachsen,03,3,54,9501,501,"Gartow, gemfr. Gebiet","gemeindefreies Gebiet, unbewohnt",3.0,1,3.0,1,54.0,1,9501.0,1,501.0,1,1,5211,5211.0,5211.0,0,0.0,0.0,0,0.0,0.0,1,['          '],1,[2347],1,[2504],1,[0],1,[37]
1609,033549502502,Niedersachsen,03,3,54,9502,502,"Göhrde, gemfr. Gebiet","gemeindefreies Gebiet, unbewohnt",3.0,1,3.0,1,54.0,1,9502.0,1,502.0,1,1,5192,5192.0,5192.0,0,0.0,0.0,0,0.0,0.0,1,['          '],1,[2347],1,[2504],1,[0],1,[37]
1610,033550001001,Niedersachsen,03,3,55,0001,001,Adendorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,1.0,1,1.0,1,1,1608,1608.0,1608.0,11053,11053.0,11053.0,5285,5285.0,5285.0,1,['21365     '],1,[2333],1,[25072],1,[51010],1,[37]
1611,033550009009,Niedersachsen,03,3,55,0009,009,"Bleckede, Stadt",Stadt,3.0,1,3.0,1,55.0,1,9.0,1,9.0,1,1,14065,14065.0,14065.0,9692,9692.0,9692.0,4634,4634.0,4634.0,1,['21354*****'],1,[2333],1,[25072],1,[51010],1,[37]
1612,033550022022,Niedersachsen,03,3,55,0022,022,"Lüneburg, Hansestadt",Stadt,3.0,1,3.0,1,55.0,1,22.0,1,22.0,1,1,7050,7050.0,7050.0,77511,77511.0,77511.0,37099,37099.0,37099.0,1,['21335*****'],1,[2333],1,[25072],1,[51010],1,[37]
1613,033550049049,Niedersachsen,03,3,55,0049,049,Amt Neuhaus,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,49.0,1,49.0,1,1,23800,23800.0,23800.0,5535,5535.0,5535.0,2871,2871.0,2871.0,1,['19273     '],1,[2333],1,[25072],1,[51010],1,[37]
1614,033555401002,Niedersachsen,03,3,55,5401,002,Amelinghausen,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5401.0,1,2.0,1,1,2735,2735.0,2735.0,4153,4153.0,4153.0,2020,2020.0,2020.0,1,['21385     '],1,[2333],1,[25072],1,[51010],1,[37]
1615,033555401008,Niedersachsen,03,3,55,5401,008,Betzendorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5401.0,1,8.0,1,1,3290,3290.0,3290.0,1098,1098.0,1098.0,544,544.0,544.0,1,['21386     '],1,[2333],1,[25072],1,[51010],1,[37]
1616,033555401027,Niedersachsen,03,3,55,5401,027,Oldendorf (Luhe),Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5401.0,1,27.0,1,1,3294,3294.0,3294.0,1069,1069.0,1069.0,505,505.0,505.0,1,['21385*****'],1,[2333],1,[25072],1,[51010],1,[37]
1617,033555401029,Niedersachsen,03,3,55,5401,029,Rehlingen,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5401.0,1,29.0,1,1,6625,6625.0,6625.0,754,754.0,754.0,387,387.0,387.0,1,['21385     '],1,[2333],1,[25072],1,[51010],1,[37]
1618,033555401034,Niedersachsen,03,3,55,5401,034,Soderstorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5401.0,1,34.0,1,1,3605,3605.0,3605.0,1457,1457.0,1457.0,720,720.0,720.0,1,['21388     '],1,[2333],1,[25072],1,[51010],1,[37]
1619,033555402004,Niedersachsen,03,3,55,5402,004,"Bardowick, Flecken",Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5402.0,1,4.0,1,1,2333,2333.0,2333.0,7117,7117.0,7117.0,3432,3432.0,3432.0,1,['21357     '],1,[2333],1,[25072],1,[51010],1,[37]
1620,033555402007,Niedersachsen,03,3,55,5402,007,Barum,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5402.0,1,7.0,1,1,983,983.0,983.0,2170,2170.0,2170.0,1099,1099.0,1099.0,1,['21357     '],1,[2333],1,[25072],1,[51010],1,[37]
1621,033555402017,Niedersachsen,03,3,55,5402,017,Handorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5402.0,1,17.0,1,1,988,988.0,988.0,2170,2170.0,2170.0,1070,1070.0,1070.0,1,['21447     '],1,[2333],1,[25072],1,[51010],1,[37]
1622,033555402023,Niedersachsen,03,3,55,5402,023,Mechtersen,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5402.0,1,23.0,1,1,1444,1444.0,1444.0,696,696.0,696.0,341,341.0,341.0,1,['21358     '],1,[2333],1,[25072],1,[51010],1,[37]
1623,033555402028,Niedersachsen,03,3,55,5402,028,Radbruch,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5402.0,1,28.0,1,1,2254,2254.0,2254.0,2283,2283.0,2283.0,1146,1146.0,1146.0,1,['21449     '],1,[2333],1,[25072],1,[51010],1,[37]
1624,033555402039,Niedersachsen,03,3,55,5402,039,Vögelsen,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5402.0,1,39.0,1,1,828,828.0,828.0,2472,2472.0,2472.0,1174,1174.0,1174.0,1,['21360     '],1,[2333],1,[25072],1,[51010],1,[37]
1625,033555402042,Niedersachsen,03,3,55,5402,042,Wittorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5402.0,1,42.0,1,1,1203,1203.0,1203.0,1530,1530.0,1530.0,789,789.0,789.0,1,['21357     '],1,[2333],1,[25072],1,[51010],1,[37]
1626,033555403010,Niedersachsen,03,3,55,5403,010,Boitze,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5403.0,1,10.0,1,1,2546,2546.0,2546.0,339,339.0,339.0,165,165.0,165.0,1,['21368     '],1,[2333],1,[25072],1,[51010],1,[37]
1627,033555403012,Niedersachsen,03,3,55,5403,012,Dahlem,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5403.0,1,12.0,1,1,1709,1709.0,1709.0,643,643.0,643.0,332,332.0,332.0,1,['21368     '],1,[2333],1,[25072],1,[51010],1,[37]
1628,033555403013,Niedersachsen,03,3,55,5403,013,"Dahlenburg, Flecken",Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5403.0,1,13.0,1,1,5006,5006.0,5006.0,3499,3499.0,3499.0,1743,1743.0,1743.0,1,['21368     '],1,[2333],1,[25072],1,[51010],1,[37]
1629,033555403025,Niedersachsen,03,3,55,5403,025,Nahrendorf,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5403.0,1,25.0,1,1,4430,4430.0,4430.0,1198,1198.0,1198.0,592,592.0,592.0,1,['21369     '],1,[2333],1,[25072],1,[51010],1,[37]
1630,033555403037,Niedersachsen,03,3,55,5403,037,Tosterglope,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5403.0,1,37.0,1,1,1960,1960.0,1960.0,612,612.0,612.0,311,311.0,311.0,1,['21371     '],1,[2333],1,[25072],1,[51010],1,[37]
1631,033555404020,Niedersachsen,03,3,55,5404,020,Kirchgellersen,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5404.0,1,20.0,1,1,2003,2003.0,2003.0,2624,2624.0,2624.0,1260,1260.0,1260.0,1,['21394*****'],1,[2333],1,[25072],1,[51010],1,[37]
1632,033555404031,Niedersachsen,03,3,55,5404,031,Reppenstedt,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5404.0,1,31.0,1,1,1487,1487.0,1487.0,7658,7658.0,7658.0,3662,3662.0,3662.0,1,['21391     '],1,[2333],1,[25072],1,[51010],1,[37]
1633,033555404035,Niedersachsen,03,3,55,5404,035,Südergellersen,Kreisangehörige Gemeinde,3.0,1,3.0,1,55.0,1,5404.0,1,35.0,1,1,1856,1856.0,1856.0,1776,1776.0,1776.0,887,887.0,887.0,1,['21394     '],1,[2333],1,[25072],1,[51010],1,[37]
